"ticker","company","price","date"
"EGAD","Eaagads Limited","12.70","2020-11-26"
"EQTY","Equity Group Holdings Limited","35.55","2020-11-26"
"EVRD","Eveready East Africa Limited","1.00","2020-11-26"
"FAHR","STANLIB Fahari Income REIT","5.38","2020-11-26"
"FIRE","Sameer Africa Limited","2.79","2020-11-26"
"FTGH","Flame Tree Group Holdings Limited","1.40","2020-11-26"
"GLD","NewGold Exchange Traded Fund","1,915.00","2020-11-26"
"HAFR","Home Afrika Limited","0.37","2020-11-26"
"HFCK","Housing Finance Company Limited","3.09","2020-11-26"
"I&M","I&M Holdings Plc","43.60","2020-11-26"
"ICDC","Centum Investment Company Limited","17.80","2020-11-26"
"JUB","Jubilee Holdings Limited","270.00","2020-11-26"
"KAPC","Kapchorua Tea Company Limited","71.50","2020-11-26"
"KCB","KCB Bank Kenya Limited","37.80","2020-11-26"
"KEGN","Kenya Electricity Generating Co. Ltd.","4.55","2020-11-26"
"KNRE","Kenya Re-Insurance Corporation Ltd","2.08","2020-11-26"
"KPLC","Kenya Power & Lighting Co. Limited","1.46","2020-11-26"
"KPLC-P4","Kenya Power Pref. Shares at 4%","5.00","2020-11-26"
"KPLC-P7","Kenya Power Pref. Shares at 7%","6.00","2020-11-26"
"KQ","Kenya Airways Limited","3.83","2020-11-26"
"KUKZ","Kakuzi Limited","365.00","2020-11-26"
"KURV","Kurwitu Ventures Limited","1,500.00","2020-11-26"
"LIMT","Limuru Tea Company Limited","360.00","2020-11-26"
"LKL","Longhorn Publishers Limited","4.50","2020-11-26"
"MSC","Mumias Sugar Company Limited","0.28","2020-11-26"
"NBK","National Bank of Kenya Limited","4.12","2020-11-26"
"NBV","Nairobi Business Ventures Ltd","0.71","2020-11-26"
"NIC","NIC Bank Limited","23.50","2020-11-26"
"NMG","Nation Media Group","15.50","2020-11-26"
"NSE","Nairobi Securities Exchange Limited","8.04","2020-11-26"
"OCH","Olympia Capital Holdings Limited","2.02","2020-11-26"
"ORCH","Kenya Orchards Limited","11.05","2020-11-26"
"PAFR","Sanlam Kenya Plc","11.50","2020-11-26"
"PORT","East African Portland Cement Co. Ltd","12.00","2020-11-26"
"SASN","Sasini Tea and Coffee Limited","17.05","2020-11-26"
"SCAN","ScanGroup Limited","6.14","2020-11-26"
"SCBK","Standard Chartered Bank Limited","150.00","2020-11-26"
"SCOM","Safaricom Limited","32.00","2020-11-26"
"SGL","Standard Group Limited","22.80","2020-11-26"
"TCL","Trans Century Limited","1.18","2020-11-26"
"TOTL","Total Kenya Limited","22.00","2020-11-26"
"TPSE","TPS Eastern Africa Serena Limited","14.95","2020-11-26"
"UCHM","Uchumi Supermarket Limited","0.30","2020-11-26"
"UMME","Umeme Limited","7.20","2020-11-26"
"UNGA","Unga Group Limited","30.00","2020-11-26"
"WTK","Williamson Tea Kenya Limited","128.50","2020-11-26"
"XPRS","Express Kenya Limited","2.78","2020-11-26"
"ABSA","Absa Bank Kenya Plc","9.54","2020-11-27"
"ARM","ARM Cement Limited","5.55","2020-11-27"
"BAMB","Bamburi Cement Limited","28.00","2020-11-27"
"BAT","British American Tobacco Kenya","372.00","2020-11-27"
"BERG","Crown Paints Kenya Limited","40.00","2020-11-27"
"BKG","Bank of Kigali Group Limited","14.00","2020-11-27"
"BOC","BOC Kenya Limited","67.75","2020-11-27"
"BRIT","Britam Holdings Limited","7.20","2020-11-27"
"C&G","Car and General Kenya Limited","22.50","2020-11-27"
"CABL","East African Cables Limited","1.40","2020-11-27"
"CARB","Carbacid Investments Limited","10.80","2020-11-27"
"CFC","Stanbic Holdings Limited","79.00","2020-11-27"
"CFCI","Liberty Kenya Holdings Limited","7.50","2020-11-27"
"CIC","CIC Insurance Group Limited","2.06","2020-11-27"
"COOP","Co-operative Bank of Kenya Limited","11.60","2020-11-27"
"DCON","Deacons East Africa Plc","0.45","2020-11-27"
"DTK","Diamond Trust Bank Kenya Limited","61.50","2020-11-27"
"EABL","East African Breweries Limited","153.75","2020-11-27"
"EGAD","Eaagads Limited","12.70","2020-11-27"
"EQTY","Equity Group Holdings Limited","34.40","2020-11-27"
"EVRD","Eveready East Africa Limited","1.01","2020-11-27"
"FAHR","STANLIB Fahari Income REIT","5.40","2020-11-27"
"FIRE","Sameer Africa Limited","3.00","2020-11-27"
"FTGH","Flame Tree Group Holdings Limited","1.31","2020-11-27"
"GLD","NewGold Exchange Traded Fund","1,915.00","2020-11-27"
"HAFR","Home Afrika Limited","0.39","2020-11-27"
"HFCK","Housing Finance Company Limited","3.25","2020-11-27"
"I&M","I&M Holdings Plc","45.45","2020-11-27"
"ICDC","Centum Investment Company Limited","17.00","2020-11-27"
"JUB","Jubilee Holdings Limited","280.00","2020-11-27"
"KAPC","Kapchorua Tea Company Limited","71.00","2020-11-27"
"KCB","KCB Bank Kenya Limited","37.15","2020-11-27"
"KEGN","Kenya Electricity Generating Co. Ltd.","4.61","2020-11-27"
"KNRE","Kenya Re-Insurance Corporation Ltd","2.12","2020-11-27"
"KPLC","Kenya Power & Lighting Co. Limited","1.36","2020-11-27"
"KPLC-P4","Kenya Power Pref. Shares at 4%","5.00","2020-11-27"
"KPLC-P7","Kenya Power Pref. Shares at 7%","6.00","2020-11-27"
"KQ","Kenya Airways Limited","3.83","2020-11-27"
"KUKZ","Kakuzi Limited","365.00","2020-11-27"
"KURV","Kurwitu Ventures Limited","1,500.00","2020-11-27"
"LIMT","Limuru Tea Company Limited","360.00","2020-11-27"
"LKL","Longhorn Publishers Limited","4.50","2020-11-27"
"MSC","Mumias Sugar Company Limited","0.28","2020-11-27"
"NBK","National Bank of Kenya Limited","4.12","2020-11-27"
"NBV","Nairobi Business Ventures Ltd","0.71","2020-11-27"
"NIC","NIC Bank Limited","22.95","2020-11-27"
"NMG","Nation Media Group","15.45","2020-11-27"
"NSE","Nairobi Securities Exchange Limited","8.00","2020-11-27"
"OCH","Olympia Capital Holdings Limited","2.02","2020-11-27"
"ORCH","Kenya Orchards Limited","11.05","2020-11-27"
"PAFR","Sanlam Kenya Plc","11.00","2020-11-27"
"PORT","East African Portland Cement Co. Ltd","12.00","2020-11-27"
"SASN","Sasini Tea and Coffee Limited","17.05","2020-11-27"
"SCAN","ScanGroup Limited","6.00","2020-11-27"
"SCBK","Standard Chartered Bank Limited","149.75","2020-11-27"
"SCOM","Safaricom Limited","31.90","2020-11-27"
"SGL","Standard Group Limited","22.80","2020-11-27"
"TCL","Trans Century Limited","1.27","2020-11-27"
"TOTL","Total Kenya Limited","23.00","2020-11-27"
"TPSE","TPS Eastern Africa Serena Limited","14.95","2020-11-27"
"UCHM","Uchumi Supermarket Limited","0.29","2020-11-27"
"UMME","Umeme Limited","7.14","2020-11-27"
"UNGA","Unga Group Limited","30.00","2020-11-27"
"WTK","Williamson Tea Kenya Limited","128.50","2020-11-27"
"XPRS","Express Kenya Limited","3.00","2020-11-27"
"ABSA","Absa Bank Kenya Plc","9.54","2020-11-28"
"ARM","ARM Cement Limited","5.55","2020-11-28"
"BAMB","Bamburi Cement Limited","28.00","2020-11-28"
"BAT","British American Tobacco Kenya","372.00","2020-11-28"
"BERG","Crown Paints Kenya Limited","40.00","2020-11-28"
"BKG","Bank of Kigali Group Limited","14.00","2020-11-28"
"BOC","BOC Kenya Limited","67.75","2020-11-28"
"BRIT","Britam Holdings Limited","7.20","2020-11-28"
"C&G","Car and General Kenya Limited","22.50","2020-11-28"
"CABL","East African Cables Limited","1.40","2020-11-28"
"CARB","Carbacid Investments Limited","10.80","2020-11-28"
"CFC","Stanbic Holdings Limited","79.00","2020-11-28"
"CFCI","Liberty Kenya Holdings Limited","7.50","2020-11-28"
"CIC","CIC Insurance Group Limited","2.06","2020-11-28"
"COOP","Co-operative Bank of Kenya Limited","11.60","2020-11-28"
"DCON","Deacons East Africa Plc","0.45","2020-11-28"
"DTK","Diamond Trust Bank Kenya Limited","61.50","2020-11-28"
"EABL","East African Breweries Limited","153.75","2020-11-28"
"EGAD","Eaagads Limited","12.70","2020-11-28"
"EQTY","Equity Group Holdings Limited","34.40","2020-11-28"
"EVRD","Eveready East Africa Limited","1.01","2020-11-28"
"FAHR","STANLIB Fahari Income REIT","5.40","2020-11-28"
"FIRE","Sameer Africa Limited","3.00","2020-11-28"
"FTGH","Flame Tree Group Holdings Limited","1.31","2020-11-28"
"GLD","NewGold Exchange Traded Fund","1,915.00","2020-11-28"
"HAFR","Home Afrika Limited","0.39","2020-11-28"
"HFCK","Housing Finance Company Limited","3.25","2020-11-28"
"I&M","I&M Holdings Plc","45.45","2020-11-28"
"ICDC","Centum Investment Company Limited","17.00","2020-11-28"
"JUB","Jubilee Holdings Limited","280.00","2020-11-28"
"KAPC","Kapchorua Tea Company Limited","71.00","2020-11-28"
"KCB","KCB Bank Kenya Limited","37.15","2020-11-28"
"KEGN","Kenya Electricity Generating Co. Ltd.","4.61","2020-11-28"
"KNRE","Kenya Re-Insurance Corporation Ltd","2.12","2020-11-28"
"KPLC","Kenya Power & Lighting Company","1.36","2020-11-28"
"KPLC-P4","Kenya Power 4% Preference Shares","5.00","2020-11-28"
"KPLC-P7","Kenya Power 7% Preference Shares","6.00","2020-11-28"
"KQ","Kenya Airways Limited","3.83","2020-11-28"
"KUKZ","Kakuzi Limited","365.00","2020-11-28"
"KURV","Kurwitu Ventures Limited","1,500.00","2020-11-28"
"LIMT","Limuru Tea Company Limited","360.00","2020-11-28"
"LKL","Longhorn Publishers Limited","4.50","2020-11-28"
"MSC","Mumias Sugar Company Limited","0.28","2020-11-28"
"NBK","National Bank of Kenya Limited","4.12","2020-11-28"
"NBV","Nairobi Business Ventures Ltd","0.71","2020-11-28"
"NIC","NIC Bank Limited","22.95","2020-11-28"
"NMG","Nation Media Group","15.45","2020-11-28"
"NSE","Nairobi Securities Exchange Limited","8.00","2020-11-28"
"OCH","Olympia Capital Holdings Limited","2.02","2020-11-28"
"ORCH","Kenya Orchards Limited","11.05","2020-11-28"
"PAFR","Sanlam Kenya Plc","11.00","2020-11-28"
"PORT","East African Portland Cement Co. Ltd","12.00","2020-11-28"
"SASN","Sasini Tea and Coffee Limited","17.05","2020-11-28"
"SCAN","ScanGroup Limited","6.00","2020-11-28"
"SCBK","Standard Chartered Bank Limited","149.75","2020-11-28"
"SCOM","Safaricom Limited","31.90","2020-11-28"
"SGL","Standard Group Limited","22.80","2020-11-28"
"TCL","Trans Century Limited","1.27","2020-11-28"
"TOTL","Total Kenya Limited","23.00","2020-11-28"
"TPSE","TPS Eastern Africa Serena Limited","14.95","2020-11-28"
"UCHM","Uchumi Supermarket Limited","0.29","2020-11-28"
"UMME","Umeme Limited","7.14","2020-11-28"
"UNGA","Unga Group Limited","30.00","2020-11-28"
"WTK","Williamson Tea Kenya Limited","128.50","2020-11-28"
"XPRS","Express Kenya Limited","3.00","2020-11-28"
"ABSA","Absa Bank Kenya Plc","9.54","2020-11-29"
"ARM","ARM Cement Limited","5.55","2020-11-29"
"BAMB","Bamburi Cement Limited","28.00","2020-11-29"
"BAT","British American Tobacco Kenya","372.00","2020-11-29"
"BERG","Crown Paints Kenya Limited","40.00","2020-11-29"
"BKG","Bank of Kigali Group Limited","14.00","2020-11-29"
"BOC","BOC Kenya Limited","67.75","2020-11-29"
"BRIT","Britam Holdings Limited","7.20","2020-11-29"
"C&G","Car and General Kenya Limited","22.50","2020-11-29"
"CABL","East African Cables Limited","1.40","2020-11-29"
"CARB","Carbacid Investments Limited","10.80","2020-11-29"
"CFC","Stanbic Holdings Limited","79.00","2020-11-29"
"CFCI","Liberty Kenya Holdings Limited","7.50","2020-11-29"
"CIC","CIC Insurance Group Limited","2.06","2020-11-29"
"COOP","Co-operative Bank of Kenya Limited","11.60","2020-11-29"
"DCON","Deacons East Africa Plc","0.45","2020-11-29"
"DTK","Diamond Trust Bank Kenya Limited","61.50","2020-11-29"
"EABL","East African Breweries Limited","153.75","2020-11-29"
"EGAD","Eaagads Limited","12.70","2020-11-29"
"EQTY","Equity Group Holdings Limited","34.40","2020-11-29"
"EVRD","Eveready East Africa Limited","1.01","2020-11-29"
"FAHR","STANLIB Fahari Income REIT","5.40","2020-11-29"
"FIRE","Sameer Africa Limited","3.00","2020-11-29"
"FTGH","Flame Tree Group Holdings Limited","1.31","2020-11-29"
"GLD","NewGold Exchange Traded Fund","1,915.00","2020-11-29"
"HAFR","Home Afrika Limited","0.39","2020-11-29"
"HFCK","Housing Finance Company Limited","3.25","2020-11-29"
"I&M","I&M Holdings Plc","45.45","2020-11-29"
"ICDC","Centum Investment Company Limited","17.00","2020-11-29"
"JUB","Jubilee Holdings Limited","280.00","2020-11-29"
"KAPC","Kapchorua Tea Company Limited","71.00","2020-11-29"
"KCB","KCB Bank Kenya Limited","37.15","2020-11-29"
"KEGN","Kenya Electricity Generating Co. Ltd.","4.61","2020-11-29"
"KNRE","Kenya Re-Insurance Corporation Ltd","2.12","2020-11-29"
"KPLC","Kenya Power & Lighting Company","1.36","2020-11-29"
"KPLC-P4","Kenya Power 4% Preference Shares","5.00","2020-11-29"
"KPLC-P7","Kenya Power 7% Preference Shares","6.00","2020-11-29"
"KQ","Kenya Airways Limited","3.83","2020-11-29"
"KUKZ","Kakuzi Limited","365.00","2020-11-29"
"KURV","Kurwitu Ventures Limited","1,500.00","2020-11-29"
"LIMT","Limuru Tea Company Limited","360.00","2020-11-29"
"LKL","Longhorn Publishers Limited","4.50","2020-11-29"
"MSC","Mumias Sugar Company Limited","0.28","2020-11-29"
"NBK","National Bank of Kenya Limited","4.12","2020-11-29"
"NBV","Nairobi Business Ventures Ltd","0.71","2020-11-29"
"NIC","NIC Bank Limited","22.95","2020-11-29"
"NMG","Nation Media Group","15.45","2020-11-29"
"NSE","Nairobi Securities Exchange Limited","8.00","2020-11-29"
"OCH","Olympia Capital Holdings Limited","2.02","2020-11-29"
"ORCH","Kenya Orchards Limited","11.05","2020-11-29"
"PAFR","Sanlam Kenya Plc","11.00","2020-11-29"
"PORT","East African Portland Cement Co. Ltd","12.00","2020-11-29"
"SASN","Sasini Tea and Coffee Limited","17.05","2020-11-29"
"SCAN","ScanGroup Limited","6.00","2020-11-29"
"SCBK","Standard Chartered Bank Limited","149.75","2020-11-29"
"SCOM","Safaricom Limited","31.90","2020-11-29"
"SGL","Standard Group Limited","22.80","2020-11-29"
"TCL","Trans Century Limited","1.27","2020-11-29"
"TOTL","Total Kenya Limited","23.00","2020-11-29"
"TPSE","TPS Eastern Africa Serena Limited","14.95","2020-11-29"
"UCHM","Uchumi Supermarket Limited","0.29","2020-11-29"
"UMME","Umeme Limited","7.14","2020-11-29"
"UNGA","Unga Group Limited","30.00","2020-11-29"
"WTK","Williamson Tea Kenya Limited","128.50","2020-11-29"
"XPRS","Express Kenya Limited","3.00","2020-11-29"
